0;0;0;0;land;false;unknown;0
1;158;254;143;land;false;plains;0
2;97;220;246;land;false;jungle;0
3;89;192;221;land;false;forest;0
4;209;238;187;land;false;plains;0
5;199;212;235;land;false;plains;0
6;140;230;209;land;false;plains;0
7;146;138;251;land;false;plains;0
8;165;185;209;land;false;plains;0
9;233;201;133;land;false;plains;0
10;213;210;206;land;false;forest;0
11;227;232;92;land;false;plains;0
12;108;174;240;land;false;plains;0
13;163;222;148;land;false;plains;0
14;171;247;206;land;false;plains;0
15;99;236;194;land;true;plains;0
16;188;233;142;land;true;hills;0
17;111;200;239;land;false;jungle;0
18;148;212;166;land;false;mountain;0
19;204;202;114;land;false;plains;0
20;82;236;234;land;true;forest;0
21;234;94;179;land;false;plains;0
22;201;82;236;land;false;desert;0
23;115;246;169;land;false;forest;0
24;174;123;221;land;false;forest;0
25;211;139;238;land;false;plains;0
26;233;114;168;land;false;plains;0
27;224;175;174;land;false;plains;0
28;137;223;153;land;true;plains;0
29;193;196;221;land;false;forest;0
30;239;239;243;land;false;plains;0
31;150;197;176;land;false;hills;0
32;175;153;202;land;true;desert;0
33;231;121;200;land;false;forest;0
34;137;139;243;land;true;plains;0
35;249;126;131;land;false;desert;0
36;185;209;109;land;false;plains;0
37;231;236;241;land;false;plains;0
38;179;170;204;land;false;forest;0
39;242;85;248;land;true;plains;0
40;43;243;220;land;false;forest;0
41;184;167;190;land;true;plains;0
42;210;237;200;land;false;plains;0
43;228;243;187;land;true;plains;0
44;221;90;252;land;false;plains;0
45;243;176;241;land;false;forest;0
46;156;141;254;land;false;forest;0
47;243;190;145;land;false;plains;0
48;243;149;240;land;false;plains;0
49;243;175;151;land;true;urban;0
50;87;239;195;land;false;hills;0
51;107;254;151;land;false;plains;0
52;26;246;251;land;false;forest;0
53;163;216;151;land;false;forest;0
54;111;233;160;land;false;plains;0
55;153;229;179;land;false;plains;0
56;156;222;186;land;true;plains;0
57;204;239;79;land;true;plains;0
58;224;180;200;land;false;plains;0
59;246;221;123;land;false;plains;0
60;222;79;247;land;true;plains;0
61;128;149;248;land;false;forest;0
62;242;204;71;land;false;plains;0
63;153;215;211;land;true;plains;0
64;194;230;149;land;false;plains;0
65;199;126;254;land;false;forest;0
66;120;221;254;land;false;plains;0
67;196;215;99;land;false;plains;0
68;184;244;82;land;false;desert;0
69;133;232;219;land;false;plains;0
70;174;240;232;land;false;plains;0
71;210;131;199;land;false;plains;0
72;139;197;211;land;false;forest;0
73;172;156;252;land;false;plains;0
74;233;250;75;land;false;forest;0
75;196;202;156;land;false;plains;0
76;226;88;239;land;true;forest;0
77;226;165;194;land;true;plains;0
78;97;242;217;land;false;desert;0
79;223;107;231;land;false;forest;0
80;131;200;236;land;false;plains;0
81;196;216;195;land;false;plains;0
82;232;251;239;land;false;plains;0
83;229;134;201;land;false;forest;0
84;253;179;172;land;false;plains;0
85;192;203;232;land;false;plains;0
86;181;215;194;land;false;plains;0
87;243;245;105;land;false;plains;0
88;188;240;130;land;false;hills;0
89;53;207;245;land;false;mountain;0
90;178;164;196;land;false;plains;0
91;251;220;183;land;true;plains;0
92;213;186;230;land;false;hills;0
93;217;216;149;land;true;plains;0
94;196;152;245;land;false;plains;0
95;221;183;135;land;false;plains;0
96;238;246;244;land;false;plains;0
97;171;165;179;land;false;plains;0
98;177;245;190;land;false;forest;0
99;179;231;108;land;false;forest;0
100;242;231;54;land;false;plains;0
101;213;56;238;land;true;plains;0
102;236;193;134;land;false;forest;0
103;143;237;254;land;true;plains;0
104;237;122;233;land;false;mountain;0
105;173;211;136;land;true;forest;0
106;200;250;237;land;false;plains;0
107;209;104;207;land;true;plains;0
108;160;153;231;land;false;forest;0
109;202;115;222;land;false;plains;0
110;83;240;208;land;true;plains;0
111;174;240;134;land;false;plains;0
112;240;121;143;land;false;forest;0
113;90;202;224;land;true;plains;0
114;229;251;138;land;false;forest;0
115;244;182;250;land;false;forest;0
116;202;194;212;land;false;forest;0
117;207;244;237;land;false;forest;0
118;184;106;248;land;true;plains;0
119;251;78;184;land;true;urban;0
120;249;51;250;land;false;plains;0
121;135;225;142;land;true;plains;0
122;169;204;222;land;true;plains;0
123;58;240;222;land;false;plains;0
124;79;220;247;land;false;plains;0
125;224;248;202;land;false;forest;0
126;244;182;158;land;true;plains;0
127;248;116;142;land;false;hills;0
128;244;137;149;land;false;forest;0
129;238;98;231;land;true;urban;0
130;252;206;247;land;false;plains;0
131;207;208;181;land;false;forest;0
132;248;253;44;land;false;plains;0
133;228;225;142;land;false;forest;0
134;236;213;116;land;false;desert;0
135;232;231;101;land;false;hills;0
136;127;185;220;land;false;jungle;0
137;251;88;231;land;false;plains;0
138;185;234;198;land;false;plains;0
139;207;226;205;land;false;forest;0
140;170;229;153;land;false;hills;0
141;157;246;120;land;false;plains;0
142;193;178;253;land;true;hills;0
143;121;231;241;land;false;plains;0
144;217;210;237;land;false;plains;0
145;131;180;214;land;false;plains;0
146;211;145;213;land;false;plains;0
147;147;212;216;land;false;plains;0
148;169;186;158;land;false;forest;0
149;199;247;120;land;false;plains;0
150;248;251;30;land;false;forest;0
151;118;190;250;land;false;plains;0
152;232;159;146;land;false;forest;0
153;254;209;54;land;false;hills;0
154;215;253;77;land;false;plains;0
155;238;240;161;land;true;desert;0
156;191;197;163;land;false;forest;0
157;231;88;227;land;false;plains;0
158;147;232;247;land;false;plains;0
159;234;180;145;land;false;plains;0
160;249;221;197;land;false;plains;0
161;120;238;237;land;false;plains;0
162;119;231;161;land;false;forest;0
163;186;172;145;land;false;desert;0
164;160;106;244;land;false;mountain;0
165;162;249;247;land;false;desert;0
166;213;253;164;land;false;forest;0
167;225;96;227;land;false;forest;0
168;246;207;154;land;false;desert;0
169;243;207;158;land;false;plains;0
170;238;147;190;land;false;plains;0
171;147;174;224;land;false;plains;0
172;240;137;193;land;true;plains;0
173;115;208;194;land;false;plains;0
174;58;241;218;land;false;plains;0
175;178;238;212;land;false;plains;0
176;125;236;227;land;false;forest;0
177;200;129;254;land;false;urban;0
178;67;234;239;land;false;plains;0
179;130;248;172;land;false;plains;0
180;248;144;220;land;false;forest;0
181;206;222;223;land;false;plains;0
182;180;105;224;land;false;hills;0
183;131;197;200;land;false;urban;0
184;229;119;251;land;false;plains;0
185;250;91;251;land;false;plains;0
186;240;172;211;land;false;plains;0
187;200;128;197;land;false;plains;0
188;250;237;218;land;true;plains;0
189;200;223;95;land;false;forest;0
190;126;149;228;land;true;urban;0
191;243;236;63;land;false;plains;0
192;51;240;212;land;false;forest;0
193;243;178;130;land;false;plains;0
194;241;136;179;land;false;forest;0
195;79;178;253;land;true;forest;0
196;199;218;154;land;false;mountain;0
197;127;176;215;land;false;plains;0
198;222;226;198;land;false;forest;0
199;166;223;184;land;true;plains;0
200;139;225;199;land;true;forest;0
201;138;204;233;land;false;plains;0
202;246;248;75;land;false;plains;0
203;218;253;197;land;false;plains;0
204;214;217;160;land;false;forest;0
205;252;222;223;land;false;desert;0
206;222;242;86;land;false;mountain;0
207;224;170;117;land;false;plains;0
208;245;192;215;land;false;forest;0
209;159;199;205;land;false;forest;0
210;202;113;220;land;false;desert;0
211;220;149;152;land;true;plains;0
212;229;249;29;land;true;plains;0
213;105;245;254;land;false;hills;0
214;225;111;202;land;false;forest;0
215;210;188;239;land;false;hills;0
216;77;224;207;land;false;forest;0
217;178;174;240;land;false;forest;0
218;175;213;168;land;false;plains;0
219;184;166;192;land;false;desert;0
220;152;149;233;land;false;forest;0
221;142;229;182;land;false;forest;0
222;205;248;75;land;false;plains;0
223;126;174;237;land;false;plains;0
224;244;76;230;land;false;mountain;0
225;170;151;211;land;false;plains;0
226;244;157;141;land;false;plains;0
227;61;229;242;land;false;plains;0
228;170;225;239;land;false;plains;0
229;189;172;217;land;false;hills;0
230;198;239;75;land;false;plains;0
231;69;247;239;land;false;forest;0
232;206;49;253;land;false;desert;0
233;168;141;222;land;false;plains;0
234;205;230;254;land;true;plains;0
235;201;225;155;land;false;forest;0
236;194;160;215;land;false;plains;0
237;195;253;254;land;false;forest;0
238;224;179;234;land;true;plains;0
239;251;202;194;land;false;plains;0
240;97;189;228;land;false;forest;0
241;230;95;184;land;false;forest;0
