1;arms_factory;778.00;10.95;2022.00;4.62;0
1;arms_factory;739.00;11.10;2008.00;5.83;0
1;arms_factory;776.00;10.10;2043.00;2.56;0
1;arms_factory;780.00;10.60;2026.00;5.23;0
1;arms_factory;771.00;10.10;2037.00;1.61;0
1;arms_factory;730.00;11.10;2017.00;4.28;0
1;industrial_complex;747.00;11.78;2042.00;1.01;0
1;industrial_complex;774.00;11.45;2017.00;5.13;0
1;industrial_complex;749.00;11.20;2002.00;0.06;0
1;industrial_complex;783.00;9.98;2036.00;4.18;0
1;industrial_complex;741.00;11.50;2033.00;5.74;0
1;industrial_complex;774.00;9.98;2033.00;2.12;0
1;air_base;729.00;10.93;2013.00;4.79;0
1;supply_node;771.00;12.10;1991.00;0.48;0
1;supply_node;758.00;11.45;2011.00;3.41;0
1;supply_node;728.00;10.18;1986.00;1.17;0
1;supply_node;741.00;11.10;1999.00;2.65;0
1;supply_node;769.00;10.43;2030.00;5.59;0
1;supply_node;720.00;10.10;2001.00;1.89;0
1;supply_node;779.00;11.03;2021.00;4.83;0
1;supply_node;740.00;11.53;2034.00;1.48;0
1;supply_node;754.00;11.30;2035.00;4.06;0
1;supply_node;785.00;10.10;2041.00;0.72;0
1;supply_node;729.00;10.98;2014.00;2.19;0
1;supply_node;774.00;12.07;2006.00;6.23;0
1;supply_node;719.00;10.45;2028.00;2.88;0
1;supply_node;730.00;11.43;2041.00;4.37;0
1;supply_node;744.00;11.15;2017.00;2.12;0
1;supply_node;755.00;11.30;1989.00;3.60;0
1;supply_node;712.00;10.35;2041.00;0.25;0
1;supply_node;766.00;10.15;2043.00;4.30;0
1;supply_node;711.00;10.03;2014.00;5.77;0
1;supply_node;741.00;10.95;1982.00;2.43;0
1;supply_node;730.00;10.10;1971.00;5.01;0
1;naval_base;712.00;9.75;2031.00;-1.79;21294
1;naval_base;708.00;9.50;2020.00;-1.89;21294
1;naval_base;722.00;9.50;1984.00;-1.19;21294
1;naval_base;706.00;9.50;2035.00;-1.37;21294
1;naval_base;728.00;9.73;1967.00;-1.11;21294
1;naval_base;714.00;9.50;2001.00;-0.93;21294
1;bunker;709.00;10.10;2042.00;3.91;0
1;bunker;717.00;10.35;2012.00;1.75;0
1;bunker;777.00;11.80;1993.00;5.87;0
1;bunker;735.00;10.90;2009.00;5.98;0
1;bunker;731.00;10.20;1984.00;3.81;0
1;bunker;757.00;11.20;2016.00;0.20;0
1;bunker;725.00;10.30;2002.00;2.87;0
1;bunker;778.00;9.90;2037.00;4.42;0
1;bunker;739.00;11.10;2014.00;2.26;0
1;bunker;716.00;10.20;2028.00;3.47;0
1;bunker;796.00;10.10;2046.00;1.31;0
1;bunker;773.00;11.43;2017.00;2.87;0
1;bunker;731.00;11.40;2038.00;5.54;0
1;bunker;762.00;10.55;2043.00;3.37;0
1;bunker;743.00;11.55;2037.00;6.04;0
1;bunker;751.00;11.57;2040.00;1.31;0
1;bunker;774.00;12.05;2009.00;3.98;0
1;bunker;730.00;10.03;1966.00;1.82;0
1;bunker;760.00;11.62;1989.00;4.49;0
1;bunker;735.00;10.57;1995.00;6.04;0
1;bunker;743.00;10.98;1987.00;2.43;0
1;coastal_bunker;727.00;9.50;1972.00;-1.11;0
1;coastal_bunker;716.00;9.50;2000.00;-0.93;0
1;coastal_bunker;710.00;9.73;2025.00;-1.79;0
1;coastal_bunker;723.00;9.50;1983.00;-1.19;0
1;coastal_bunker;707.00;9.75;2034.00;-1.37;0
1;coastal_bunker;707.00;9.50;2015.00;-1.89;0
1;dockyard;712.00;9.75;2031.00;-1.79;0
1;anti_air_building;763.00;10.90;2022.00;5.60;0
1;anti_air_building;725.00;10.05;1988.00;1.99;0
1;anti_air_building;778.00;10.15;2030.00;5.00;0
1;synthetic_refinery;770.00;10.10;2039.00;6.21;0
1;fuel_silo;727.00;10.20;1991.00;4.05;0
1;radar_station;753.00;11.40;2005.00;0.40;0
1;rocket_site;771.00;11.25;2019.00;3.45;0
1;nuclear_reactor;738.00;11.10;2004.00;6.11;0
532;arms_factory;821.00;12.05;1987.00;2.61;0
532;arms_factory;861.00;12.65;2000.00;0.45;0
532;arms_factory;867.00;12.32;2002.00;1.65;0
532;arms_factory;804.00;10.65;2015.00;5.77;0
532;arms_factory;818.00;10.50;2021.00;2.51;0
532;arms_factory;823.00;12.48;1985.00;3.72;0
532;industrial_complex;867.00;12.55;1994.00;1.56;0
532;industrial_complex;863.00;12.60;2001.00;4.22;0
532;industrial_complex;803.00;10.85;2014.00;5.78;0
532;industrial_complex;803.00;10.62;2016.00;2.16;0
532;industrial_complex;846.00;11.30;2002.00;0.01;0
532;industrial_complex;870.00;12.25;1993.00;2.67;0
532;air_base;862.00;12.62;1995.00;4.23;0
532;supply_node;905.00;11.75;1996.00;4.98;0
532;supply_node;883.00;11.50;2040.00;0.18;0
532;supply_node;860.00;12.05;2012.00;4.22;0
532;supply_node;842.00;12.55;1987.00;0.87;0
532;supply_node;814.00;11.00;1999.00;2.35;0
532;supply_node;839.00;10.03;2038.00;0.11;0
532;supply_node;904.00;12.75;2025.00;1.58;0
532;supply_node;930.00;12.95;2041.00;4.52;0
532;supply_node;807.00;10.60;2017.00;2.28;0
532;supply_node;807.00;10.07;2041.00;3.76;0
532;supply_node;800.00;11.40;1999.00;0.41;0
532;supply_node;869.00;12.25;2027.00;2.99;0
532;supply_node;879.00;12.45;1978.00;5.93;0
532;supply_node;884.00;11.30;1996.00;2.58;0
532;supply_node;846.00;13.65;1971.00;5.16;0
532;supply_node;921.00;12.53;2027.00;1.82;0
532;supply_node;825.00;10.15;2040.00;3.30;0
532;supply_node;831.00;10.43;2022.00;1.06;0
532;supply_node;884.00;12.25;2019.00;2.53;0
532;supply_node;899.00;12.53;2009.00;5.47;0
532;supply_node;855.00;11.05;2039.00;3.23;0
532;supply_node;865.00;12.65;1994.00;4.71;0
532;supply_node;914.00;11.90;2011.00;1.36;0
532;supply_node;842.00;10.80;2012.00;3.95;0
532;supply_node;870.00;11.03;2042.00;0.60;0
532;supply_node;899.00;13.12;2042.00;3.53;0
532;supply_node;913.00;12.60;2041.00;6.11;0
532;supply_node;796.00;9.93;2033.00;2.77;0
532;supply_node;816.00;10.00;2030.00;4.25;0
532;supply_node;892.00;12.45;2031.00;2.00;0
532;supply_node;848.00;10.95;2025.00;4.94;0
532;supply_node;792.00;10.35;2022.00;0.14;0
532;supply_node;930.00;11.75;2016.00;4.18;0
532;supply_node;820.00;10.90;2011.00;5.65;0
532;supply_node;790.00;11.60;2008.00;2.31;0
532;supply_node;876.00;12.15;2008.00;0.07;0
532;supply_node;832.00;10.68;2003.00;1.55;0
532;supply_node;924.00;11.35;1999.00;4.48;0
532;supply_node;849.00;11.68;2001.00;0.79;0
532;supply_node;826.00;11.70;1991.00;3.72;0
532;supply_node;806.00;11.85;1986.00;0.37;0
532;supply_node;894.00;12.03;1985.00;2.95;0
532;supply_node;856.00;13.20;1984.00;5.89;0
532;supply_node;831.00;13.60;1976.00;1.09;0
532;supply_node;866.00;13.15;1975.00;5.13;0
532;supply_node;858.00;13.32;1963.00;1.78;0
532;bunker;839.00;10.03;2040.00;0.31;0
532;bunker;844.00;13.65;1977.00;2.97;0
532;bunker;887.00;12.15;2014.00;5.99;0
532;bunker;803.00;11.18;2001.00;2.37;0
532;bunker;877.00;11.05;2041.00;5.04;0
532;bunker;901.00;12.73;2026.00;0.31;0
532;bunker;936.00;11.95;2018.00;4.44;0
532;bunker;866.00;12.85;1984.00;5.64;0
532;bunker;796.00;9.95;2040.00;3.48;0
532;bunker;808.00;10.00;2031.00;5.04;0
532;bunker;860.00;13.50;1965.00;1.43;0
532;bunker;908.00;11.78;1995.00;5.55;0
532;bunker;830.00;11.00;2012.00;1.93;0
532;bunker;791.00;10.55;2020.00;3.49;0
532;bunker;788.00;11.60;2011.00;6.15;0
532;bunker;870.00;12.12;2000.00;4.00;0
532;bunker;814.00;11.00;1999.00;5.20;0
532;bunker;887.00;11.90;2010.00;1.94;0
532;bunker;879.00;11.85;2031.00;4.60;0
532;bunker;882.00;11.70;1991.00;2.44;0
532;bunker;857.00;11.75;2020.00;2.54;0
532;bunker;872.00;12.55;1981.00;0.38;0
532;bunker;921.00;12.45;2033.00;4.51;0
532;bunker;907.00;12.20;2008.00;5.71;0
532;bunker;909.00;12.65;2038.00;2.44;0
532;bunker;840.00;13.55;1979.00;5.11;0
532;bunker;896.00;11.60;1992.00;1.49;0
532;bunker;822.00;12.07;1987.00;4.16;0
532;bunker;927.00;12.68;2043.00;0.89;0
532;bunker;893.00;12.30;2025.00;2.10;0
532;bunker;841.00;11.00;2019.00;6.22;0
532;bunker;849.00;10.40;2036.00;2.60;0
532;bunker;814.00;12.03;1987.00;4.16;0
532;bunker;808.00;10.00;2043.00;2.00;0
532;bunker;834.00;10.80;2016.00;4.67;0
532;bunker;858.00;13.20;1977.00;1.05;0
532;bunker;842.00;10.62;2026.00;2.61;0
532;bunker;849.00;12.10;1996.00;0.45;0
532;bunker;806.00;9.90;2027.00;3.11;0
532;bunker;883.00;11.68;2035.00;4.67;0
532;bunker;820.00;10.15;2037.00;1.06;0
532;bunker;913.00;12.18;2014.00;5.18;0
532;bunker;830.00;10.93;2010.00;0.10;0
532;bunker;834.00;13.30;1979.00;3.12;0
532;bunker;922.00;11.43;1998.00;0.96;0
532;bunker;906.00;13.12;2038.00;2.17;0
532;anti_air_building;848.00;13.28;1983.00;0.01;0
532;anti_air_building;788.00;10.48;2024.00;1.56;0
532;anti_air_building;914.00;12.70;2033.00;4.23;0
532;synthetic_refinery;826.00;10.20;2039.00;0.61;0
532;fuel_silo;859.00;12.00;2011.00;4.74;0
532;radar_station;862.00;12.60;2001.00;2.95;0
532;rocket_site;788.00;10.53;2023.00;2.68;0
532;nuclear_reactor;923.00;12.65;2027.00;5.34;0
533;arms_factory;1036.00;13.30;1983.00;3.72;0
533;arms_factory;1044.00;14.88;1982.00;1.56;0
533;arms_factory;1069.00;12.30;2041.00;4.22;0
533;arms_factory;1061.00;13.90;1992.00;5.78;0
533;arms_factory;1053.00;12.28;1966.00;2.16;0
533;arms_factory;1024.00;11.98;1998.00;0.01;0
533;industrial_complex;1031.00;12.30;1999.00;2.67;0
533;industrial_complex;989.00;12.25;2010.00;4.23;0
533;industrial_complex;958.00;14.15;2030.00;0.61;0
533;industrial_complex;1044.00;12.80;2004.00;4.73;0
533;industrial_complex;1066.00;12.28;2029.00;0.01;0
533;industrial_complex;1061.00;12.57;2045.00;2.68;0
533;air_base;1024.00;10.40;1976.00;0.52;0
533;supply_node;958.00;11.50;1999.00;0.11;0
533;supply_node;1052.00;13.10;2007.00;1.58;0
533;supply_node;1050.00;13.50;1991.00;4.52;0
533;supply_node;977.00;14.20;2036.00;2.28;0
533;supply_node;1036.00;11.48;2043.00;3.76;0
533;supply_node;1034.00;12.50;2003.00;0.41;0
533;supply_node;1005.00;13.45;2025.00;2.99;0
533;supply_node;1019.00;12.80;2028.00;5.93;0
533;supply_node;1000.00;10.23;1992.00;2.58;0
533;supply_node;1007.00;12.10;2007.00;5.16;0
533;supply_node;1066.00;13.65;1994.00;1.82;0
533;supply_node;1057.00;12.70;2042.00;3.30;0
533;supply_node;1021.00;11.15;1993.00;1.06;0
533;supply_node;1018.00;10.20;1963.00;2.53;0
533;supply_node;1049.00;11.95;2032.00;5.47;0
533;supply_node;1032.00;12.10;2017.00;3.23;0
533;supply_node;976.00;11.62;2005.00;4.71;0
533;supply_node;1037.00;13.25;1991.00;1.36;0
533;supply_node;960.00;14.15;2029.00;3.95;0
533;supply_node;942.00;12.80;2026.00;0.60;0
533;supply_node;1062.00;13.28;1960.00;3.53;0
533;supply_node;1077.00;12.90;2017.00;6.11;0
533;supply_node;1078.00;10.93;1958.00;2.77;0
533;supply_node;1015.00;13.38;2042.00;4.25;0
533;supply_node;1020.00;12.28;2007.00;2.00;0
533;supply_node;948.00;14.45;2041.00;4.94;0
533;supply_node;1038.00;10.07;1962.00;0.14;0
533;supply_node;1070.00;17.45;1976.00;4.18;0
533;supply_node;1060.00;12.88;2018.00;5.65;0
533;supply_node;965.00;14.35;2043.00;2.31;0
533;supply_node;985.00;14.20;2044.00;0.07;0
533;supply_node;1073.00;12.40;2043.00;1.55;0
533;supply_node;1000.00;14.05;2042.00;4.48;0
533;supply_node;992.00;13.68;2033.00;0.79;0
533;supply_node;1068.00;12.25;2033.00;3.72;0
533;supply_node;1032.00;11.53;2032.00;0.37;0
533;supply_node;976.00;13.15;2021.00;2.95;0
533;supply_node;991.00;13.25;2018.00;5.89;0
533;supply_node;1045.00;12.30;2018.00;1.09;0
533;supply_node;953.00;12.40;2013.00;5.13;0
533;supply_node;992.00;11.75;2004.00;1.78;0
533;supply_node;969.00;10.95;1990.00;3.26;0
533;supply_node;984.00;10.05;1989.00;1.02;0
533;supply_node;1012.00;9.93;1981.00;2.49;0
533;supply_node;1023.00;10.93;1980.00;5.43;0
533;supply_node;992.00;9.95;1978.00;1.73;0
533;supply_node;1035.00;10.80;1975.00;4.67;0
533;supply_node;1004.00;10.20;1974.00;1.32;0
533;supply_node;1055.00;16.70;1974.00;3.91;0
533;supply_node;1049.00;10.07;1954.00;0.56;0
533;bunker;1015.00;10.07;1984.00;5.04;0
533;bunker;1030.00;12.50;2007.00;1.43;0
533;bunker;1054.00;13.12;1996.00;5.55;0
533;bunker;1022.00;10.20;1971.00;1.93;0
533;bunker;1059.00;12.50;2027.00;3.49;0
533;bunker;984.00;14.23;2034.00;6.15;0
533;bunker;972.00;14.30;2045.00;4.00;0
533;bunker;1005.00;13.80;2035.00;5.20;0
533;bunker;1066.00;12.30;2030.00;1.94;0
533;bunker;1051.00;12.28;2044.00;4.60;0
533;bunker;1008.00;13.68;2041.00;2.44;0
533;bunker;964.00;11.68;2002.00;2.54;0
533;bunker;982.00;13.90;2029.00;0.38;0
533;bunker;1002.00;10.15;1976.00;4.51;0
533;bunker;1017.00;11.15;1995.00;5.71;0
533;bunker;1081.00;10.43;1959.00;2.44;0
533;bunker;1038.00;10.00;1958.00;5.11;0
533;bunker;1028.00;11.90;2030.00;1.49;0
533;bunker;1057.00;12.50;2030.00;4.16;0
533;bunker;1061.00;16.27;1971.00;0.89;0
533;bunker;957.00;12.15;2009.00;2.10;0
533;bunker;1063.00;13.88;1962.00;6.22;0
533;bunker;967.00;11.45;1995.00;2.60;0
533;bunker;1026.00;12.18;2017.00;4.16;0
533;bunker;969.00;12.15;2015.00;2.00;0
533;bunker;968.00;14.32;2032.00;4.67;0
533;bunker;1071.00;12.28;2041.00;1.05;0
